target_id	length	eff_length	est_counts	tpm
ENSMUST00000000199.7|ENSMUSG00000062661.6|OTTMUSG00000011923.4|OTTMUST00000028142.2|Ncs1-001|Ncs1|4653|protein_coding|	4653	4465.78	283	4777.81
ENSMUST00000150670.1|ENSMUSG00000062661.6|OTTMUSG00000011923.4|OTTMUST00000028279.3|Ncs1-002|Ncs1|498|nonsense_mediated_decay|	498	311.096	0	0
ENSMUST00000125292.1|ENSMUSG00000020524.15|OTTMUSG00000005703.3|OTTMUST00000012687.2|Gria1-003|Gria1|287|protein_coding|	287	109.925	0	0
ENSMUST00000036315.14|ENSMUSG00000020524.15|OTTMUSG00000005703.3|OTTMUST00000012688.2|Gria1-004|Gria1|5546|protein_coding|	5546	5358.78	461.905	6498.7
ENSMUST00000094179.9|ENSMUSG00000020524.15|OTTMUSG00000005703.3|OTTMUST00000012689.2|Gria1-005|Gria1|5399|protein_coding|	5399	5211.78	1679.09	24290.1
ENSMUST00000151045.2|ENSMUSG00000020524.15|OTTMUSG00000005703.3|OTTMUST00000097250.1|Gria1-006|Gria1|5361|protein_coding|	5361	5173.78	0	0
ENSMUST00000173531.1|ENSMUSG00000020524.15|OTTMUSG00000005703.3|OTTMUST00000097254.1|Gria1-007|Gria1|531|processed_transcript|	531	343.958	0	0
ENSMUST00000075316.8|ENSMUSG00000033981.13|OTTMUSG00000051468.1|OTTMUST00000130045.1|Gria2-001|Gria2|10371|protein_coding|	10371	10183.8	634.174	4695.04
ENSMUST00000107745.6|ENSMUSG00000033981.13|OTTMUSG00000051468.1|OTTMUST00000130046.1|Gria2-002|Gria2|4026|protein_coding|	4026	3838.78	463.665	9106.49
ENSMUST00000192463.1|ENSMUSG00000033981.13|OTTMUSG00000051468.1|OTTMUST00000130047.1|Gria2-003|Gria2|3681|nonsense_mediated_decay|	3681	3493.78	63.9372	1379.74
ENSMUST00000194383.4|ENSMUSG00000033981.13|OTTMUSG00000051468.1|OTTMUST00000130048.1|Gria2-004|Gria2|3462|retained_intron|	3462	3274.78	102.924	2369.61
ENSMUST00000193645.4|ENSMUSG00000033981.13|OTTMUSG00000051468.1|OTTMUST00000130049.1|Gria2-007|Gria2|4799|retained_intron|	4799	4611.78	640.522	10471.4
ENSMUST00000194523.4|ENSMUSG00000033981.13|OTTMUSG00000051468.1|OTTMUST00000130050.1|Gria2-008|Gria2|2719|retained_intron|	2719	2531.78	0	0
ENSMUST00000195062.1|ENSMUSG00000033981.13|OTTMUSG00000051468.1|OTTMUST00000130051.1|Gria2-005|Gria2|1975|retained_intron|	1975	1787.78	0	0
ENSMUST00000194164.1|ENSMUSG00000033981.13|OTTMUSG00000051468.1|OTTMUST00000130052.1|Gria2-006|Gria2|2147|retained_intron|	2147	1959.78	704.854	27116.4
