target_id	length	eff_length	est_counts	tpm
ENSMUST00000000199.7|ENSMUSG00000062661.6|OTTMUSG00000011923.4|OTTMUST00000028142.2|Ncs1-001|Ncs1|4653|protein_coding|	4653	4464.96	617	5573.38
ENSMUST00000150670.1|ENSMUSG00000062661.6|OTTMUSG00000011923.4|OTTMUST00000028279.3|Ncs1-002|Ncs1|498|nonsense_mediated_decay|	498	310.475	0	0
ENSMUST00000125292.1|ENSMUSG00000020524.15|OTTMUSG00000005703.3|OTTMUST00000012687.2|Gria1-003|Gria1|287|protein_coding|	287	107.636	0	0
ENSMUST00000036315.14|ENSMUSG00000020524.15|OTTMUSG00000005703.3|OTTMUST00000012688.2|Gria1-004|Gria1|5546|protein_coding|	5546	5357.96	856.27	6445.58
ENSMUST00000094179.9|ENSMUSG00000020524.15|OTTMUSG00000005703.3|OTTMUST00000012689.2|Gria1-005|Gria1|5399|protein_coding|	5399	5210.96	1755.73	13589.1
ENSMUST00000151045.2|ENSMUSG00000020524.15|OTTMUSG00000005703.3|OTTMUST00000097250.1|Gria1-006|Gria1|5361|protein_coding|	5361	5172.96	0.000358444	0.00279469
ENSMUST00000173531.1|ENSMUSG00000020524.15|OTTMUSG00000005703.3|OTTMUST00000097254.1|Gria1-007|Gria1|531|processed_transcript|	531	343.209	0	0
ENSMUST00000075316.8|ENSMUSG00000033981.13|OTTMUSG00000051468.1|OTTMUST00000130045.1|Gria2-001|Gria2|10371|protein_coding|	10371	10183	946.603	3749.25
ENSMUST00000107745.6|ENSMUSG00000033981.13|OTTMUSG00000051468.1|OTTMUST00000130046.1|Gria2-002|Gria2|4026|protein_coding|	4026	3837.96	823.358	8652.45
ENSMUST00000192463.1|ENSMUSG00000033981.13|OTTMUSG00000051468.1|OTTMUST00000130047.1|Gria2-003|Gria2|3681|nonsense_mediated_decay|	3681	3492.96	104.275	1204.04
ENSMUST00000194383.4|ENSMUSG00000033981.13|OTTMUSG00000051468.1|OTTMUST00000130048.1|Gria2-004|Gria2|3462|retained_intron|	3462	3273.96	132.621	1633.77
ENSMUST00000193645.4|ENSMUSG00000033981.13|OTTMUSG00000051468.1|OTTMUST00000130049.1|Gria2-007|Gria2|4799|retained_intron|	4799	4610.96	1643.57	14376.4
ENSMUST00000194523.4|ENSMUSG00000033981.13|OTTMUSG00000051468.1|OTTMUST00000130050.1|Gria2-008|Gria2|2719|retained_intron|	2719	2530.96	0	0
ENSMUST00000195062.1|ENSMUSG00000033981.13|OTTMUSG00000051468.1|OTTMUST00000130051.1|Gria2-005|Gria2|1975|retained_intron|	1975	1786.96	0	0
ENSMUST00000194164.1|ENSMUSG00000033981.13|OTTMUSG00000051468.1|OTTMUST00000130052.1|Gria2-006|Gria2|2147|retained_intron|	2147	1958.96	1455.49	29966.5
ENSMUST00000108589.7|ENSMUSG00000020886.15|OTTMUSG00000006024.8|OTTMUST00000013521.1|Dlg4-002|Dlg4|3271|protein_coding|	3271	3082.96	6.64567e-08	8.69405e-07
ENSMUST00000133140.6|ENSMUSG00000020886.15|OTTMUSG00000006024.8|OTTMUST00000013523.3|Dlg4-004|Dlg4|647|protein_coding|	647	458.957	0	0
ENSMUST00000108586.3|ENSMUSG00000020886.15|OTTMUSG00000006024.8|OTTMUST00000089994.1|Dlg4-013|Dlg4|283|processed_transcript|	283	104.242	0	0
ENSMUST00000108588.6|ENSMUSG00000020886.15|OTTMUSG00000006024.8|OTTMUST00000013520.2|Dlg4-001|Dlg4|3457|protein_coding|	3457	3268.96	873.673	10779.3
ENSMUST00000018700.11|ENSMUSG00000020886.15|OTTMUSG00000006024.8|OTTMUST00000013522.2|Dlg4-003|Dlg4|3204|protein_coding|	3204	3015.96	648.03	8666.05
ENSMUST00000134376.7|ENSMUSG00000020886.15|OTTMUSG00000006024.8|OTTMUST00000013524.2|Dlg4-005|Dlg4|551|protein_coding|	551	363.209	9.75528	1083.26
ENSMUST00000124568.7|ENSMUSG00000020886.15|OTTMUSG00000006024.8|OTTMUST00000038804.2|Dlg4-008|Dlg4|555|protein_coding|	555	367.209	0	0
ENSMUST00000135916.7|ENSMUSG00000020886.15|OTTMUSG00000006024.8|OTTMUST00000038805.3|Dlg4-009|Dlg4|404|protein_coding|	404	217.859	0	0
