target_id	length	eff_length	est_counts	tpm
ENSMUST00000000199.7|ENSMUSG00000062661.6|OTTMUSG00000011923.4|OTTMUST00000028142.2|Ncs1-001|Ncs1|4653|protein_coding|	4653	4459.3	562	5792.23
ENSMUST00000150670.1|ENSMUSG00000062661.6|OTTMUSG00000011923.4|OTTMUST00000028279.3|Ncs1-002|Ncs1|498|nonsense_mediated_decay|	498	305.1	0	0
ENSMUST00000125292.1|ENSMUSG00000020524.15|OTTMUSG00000005703.3|OTTMUST00000012687.2|Gria1-003|Gria1|287|protein_coding|	287	104.182	0	0
ENSMUST00000036315.14|ENSMUSG00000020524.15|OTTMUSG00000005703.3|OTTMUST00000012688.2|Gria1-004|Gria1|5546|protein_coding|	5546	5352.3	595.491	5113.41
ENSMUST00000094179.9|ENSMUSG00000020524.15|OTTMUSG00000005703.3|OTTMUST00000012689.2|Gria1-005|Gria1|5399|protein_coding|	5399	5205.3	1534.62	13549.7
ENSMUST00000151045.2|ENSMUSG00000020524.15|OTTMUSG00000005703.3|OTTMUST00000097250.1|Gria1-006|Gria1|5361|protein_coding|	5361	5167.3	27.8905	248.067
ENSMUST00000173531.1|ENSMUSG00000020524.15|OTTMUSG00000005703.3|OTTMUST00000097254.1|Gria1-007|Gria1|531|processed_transcript|	531	337.706	0	0
ENSMUST00000075316.8|ENSMUSG00000033981.13|OTTMUSG00000051468.1|OTTMUST00000130045.1|Gria2-001|Gria2|10371|protein_coding|	10371	10177.3	794.08	3585.98
ENSMUST00000107745.6|ENSMUSG00000033981.13|OTTMUSG00000051468.1|OTTMUST00000130046.1|Gria2-002|Gria2|4026|protein_coding|	4026	3832.3	607.185	7281.78
ENSMUST00000192463.1|ENSMUSG00000033981.13|OTTMUSG00000051468.1|OTTMUST00000130047.1|Gria2-003|Gria2|3681|nonsense_mediated_decay|	3681	3487.3	122.883	1619.49
ENSMUST00000194383.4|ENSMUSG00000033981.13|OTTMUSG00000051468.1|OTTMUST00000130048.1|Gria2-004|Gria2|3462|retained_intron|	3462	3268.3	172.582	2426.89
ENSMUST00000193645.4|ENSMUSG00000033981.13|OTTMUSG00000051468.1|OTTMUST00000130049.1|Gria2-007|Gria2|4799|retained_intron|	4799	4605.3	1503.79	15007.4
ENSMUST00000194523.4|ENSMUSG00000033981.13|OTTMUSG00000051468.1|OTTMUST00000130050.1|Gria2-008|Gria2|2719|retained_intron|	2719	2525.3	0	0
ENSMUST00000195062.1|ENSMUSG00000033981.13|OTTMUSG00000051468.1|OTTMUST00000130051.1|Gria2-005|Gria2|1975|retained_intron|	1975	1781.3	0	0
ENSMUST00000194164.1|ENSMUSG00000033981.13|OTTMUSG00000051468.1|OTTMUST00000130052.1|Gria2-006|Gria2|2147|retained_intron|	2147	1953.3	1605.73	37781.5
ENSMUST00000108589.7|ENSMUSG00000020886.15|OTTMUSG00000006024.8|OTTMUST00000013521.1|Dlg4-002|Dlg4|3271|protein_coding|	3271	3077.3	0	0
ENSMUST00000133140.6|ENSMUSG00000020886.15|OTTMUSG00000006024.8|OTTMUST00000013523.3|Dlg4-004|Dlg4|647|protein_coding|	647	453.302	0	0
ENSMUST00000108586.3|ENSMUSG00000020886.15|OTTMUSG00000006024.8|OTTMUST00000089994.1|Dlg4-013|Dlg4|283|processed_transcript|	283	100.673	0	0
ENSMUST00000108588.6|ENSMUSG00000020886.15|OTTMUSG00000006024.8|OTTMUST00000013520.2|Dlg4-001|Dlg4|3457|protein_coding|	3457	3263.3	791.475	11147
ENSMUST00000018700.11|ENSMUSG00000020886.15|OTTMUSG00000006024.8|OTTMUST00000013522.2|Dlg4-003|Dlg4|3204|protein_coding|	3204	3010.3	424.815	6485.85
ENSMUST00000134376.7|ENSMUSG00000020886.15|OTTMUSG00000006024.8|OTTMUST00000013524.2|Dlg4-005|Dlg4|551|protein_coding|	551	357.436	15.27	1963.44
ENSMUST00000124568.7|ENSMUSG00000020886.15|OTTMUSG00000006024.8|OTTMUST00000038804.2|Dlg4-008|Dlg4|555|protein_coding|	555	361.436	0	0
ENSMUST00000135916.7|ENSMUSG00000020886.15|OTTMUSG00000006024.8|OTTMUST00000038805.3|Dlg4-009|Dlg4|404|protein_coding|	404	212.678	0	0
ENSMUST00000132597.2|ENSMUSG00000020886.15|OTTMUSG00000006024.8|OTTMUST00000013525.2|Dlg4-006|Dlg4|845|protein_coding|	845	651.302	15.5648	1098.34
ENSMUST00000143920.2|ENSMUSG00000020886.15|OTTMUSG00000006024.8|OTTMUST00000038806.2|Dlg4-010|Dlg4|534|protein_coding|	534	340.63	2779.48	375022
ENSMUST00000138004.2|ENSMUSG00000020886.15|OTTMUSG00000006024.8|OTTMUST00000038807.2|Dlg4-011|Dlg4|637|retained_intron|	637	443.302	7.92676	821.812
ENSMUST00000123687.1|ENSMUSG00000020886.15|OTTMUSG00000006024.8|OTTMUST00000038854.2|Dlg4-012|Dlg4|729|nonsense_mediated_decay|	729	535.302	0	0
ENSMUST00000131497.1|ENSMUSG00000020886.15|OTTMUSG00000006024.8|OTTMUST00000013526.1|Dlg4-007|Dlg4|301|retained_intron|	301	116.615	0	0
ENSMUST00000044306.11|ENSMUSG00000019828.12|OTTMUSG00000016273.3|OTTMUST00000039039.2|Grm1-002|Grm1|6930|protein_coding|	6930	6736.3	285.913	1950.69
ENSMUST00000105561.7|ENSMUSG00000019828.12|OTTMUSG00000016273.3|OTTMUST00000039038.2|Grm1-001|Grm1|4435|protein_coding|	4435	4241.3	89.0874	965.37
ENSMUST00000105560.1|ENSMUSG00000019828.12|OTTMUSG00000016273.3|OTTMUST00000041159.1|Grm1-006|Grm1|4265|protein_coding|	4265	4071.3	0	0
ENSMUST00000155772.1|ENSMUSG00000019828.12|OTTMUSG00000016273.3|OTTMUST00000039041.1|Grm1-004|Grm1|586|processed_transcript|	586	392.394	0	0
ENSMUST00000135120.1|ENSMUSG00000019828.12|OTTMUSG00000016273.3|OTTMUST00000039040.2|Grm1-003|Grm1|598|processed_transcript|	598	404.394	0	0
ENSMUST00000156826.1|ENSMUSG00000019828.12|OTTMUSG00000016273.3|OTTMUST00000039044.1|Grm1-005|Grm1|450|processed_transcript|	450	257.831	1	178.255
ENSMUST00000200826.2|ENSMUSG00000023192.11|OTTMUSG00000049456.2|OTTMUST00000126075.1|Grm2-003|Grm2|2181|protein_coding|	2181	1987.3	0	0
ENSMUST00000023959.11|ENSMUSG00000023192.11|OTTMUSG00000049456.2|OTTMUST00000126077.2|Grm2-002|Grm2|4711|protein_coding|	4711	4517.3	411.769	4189.4
ENSMUST00000201681.1|ENSMUSG00000023192.11|OTTMUSG00000049456.2|OTTMUST00000126078.1|Grm2-001|Grm2|2111|protein_coding|	2111	1917.3	25.2305	604.801
ENSMUST00000201955.1|ENSMUSG00000023192.11|OTTMUSG00000049456.2|OTTMUST00000126079.1|Grm2-004|Grm2|448|processed_transcript|	448	256.033	0	0
ENSMUST00000004076.4|ENSMUSG00000003974.6|OTTMUSG00000054376.1|OTTMUST00000134901.1|Grm3-001|Grm3|3049|protein_coding|	3049	2855.3	49	788.716
ENSMUST00000118489.6|ENSMUSG00000063239.15|OTTMUSG00000028925.2|OTTMUST00000071685.2|Grm4-001|Grm4|2976|protein_coding|	2976	2782.3	0	0
ENSMUST00000118161.1|ENSMUSG00000063239.15|OTTMUSG00000028925.2|OTTMUST00000071686.1|Grm4-002|Grm4|4537|protein_coding|	4537	4343.3	0	0
ENSMUST00000146277.6|ENSMUSG00000063239.15|OTTMUSG00000028925.2|OTTMUST00000071687.1|Grm4-003|Grm4|810|retained_intron|	810	616.302	0	0
